SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,FLOORING_FEATURES,HEATING_FEATURES,COOLING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE
MLS Listing,,Townhouse,463 Magritte Way,Mountain View,CA,94041,1675000,3.0,3.5,MOUNTAIN VIEW,1637.0,853.0,2011.0,30.0,1023.0,373.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/463-Magritte-Way-94041/home/28895592,MLSListings,ML81940328,N,Y,37.385635,-122.0569554,"Carpet, Tile",Central Forced Air (Gas),"Ceiling Fan, Central Forced Air",6,7,8,2.5,1023.0,1673480.0,12216.0,88,Very bikeable,32,Car-dependent,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 25 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 20, 2023",Price ChangedMLSListings #ML81940328,1675000.0,https://www.redfin.com/CA/Mountain-View/463-Magritte-Way-94041/home/28895592,"Attached Garage, Gate/Door Opener, Parking Restrictions",2.0,"Double Sinks, Full on Ground Floor, Granite","Breakfast Bar, Dining Area","Inside, Washer/Dryer","Individual Electric Meters, Individual Gas Meters, Natural Gas, Public Utilities",3.0,"Common Area Electricity, Insurance (Common Area), Maintenance (Common Area), Management Fee, Reserves",Monthly,Mondrain HOA,"Aug 30, 2023",Listed (Active)MLSListings #ML81940328,1739000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2002 W Middlefield Rd Unit 7B,Mountain View,CA,94043,1198000,3.0,2.5,MOUNTAIN VIEW,1405.0,,1969.0,30.0,853.0,662.0,Active,October-1-2023 01:30 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/2002-W-Middlefield-Rd-94043/unit-7B/home/17289903,MLSListings,ML81940286,N,Y,37.4113711,-122.0900059,"Carpet, Tile",Radiant,"Ceiling Fan, Window/Wall Unit",7,7,9,2.5,853.0,1187585.0,9133.0,99,Biker's paradise,73,Very walkable,27,Some transit,Severe,Minimal,Moderate,Minimal,"Places4 groceries, 23 restaurants, 8 parksTransit21, 22, 40, 51, 51H, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288","Aug 30, 2023",Listed (Active)MLSListings #ML81940286,1198000.0,https://www.redfin.com/CA/Mountain-View/2002-W-Middlefield-Rd-94043/unit-7B/home/17289903,Assigned Spaces,,,"Dining Area in Living Room, Dining Bar, No Formal Dining Room","Inside, Washer/Dryer","Individual Electric Meters, Individual Gas Meters",1.0,"Common Area Electricity, Exterior Painting, Garbage, Insurance (Common Area), Maintenance (Exterior), Management Fee, Reserves, Roof, Water, Water/Sewer",Monthly,2002 W. Middlefield Rd. Homeowners Assoc,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),2010 California St,Mountain View,CA,94040,9500000,27.0,23.0,MOUNTAIN VIEW,15571.0,30720.0,1960.0,30.0,610.0,,Active,,,https://www.redfin.com/CA/Mountain-View/2010-California-St-94040/home/615666,MLSListings,ML81940253,N,Y,37.398339,-122.0973696,,Wall Furnace,,3,7,9,2.0,610.0,,67171.0,96,Biker's paradise,72,Very walkable,45,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 29 restaurants, 5 parksTransit21, 22, 40, 51, 51H, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522","Aug 30, 2023",Listed (Active)MLSListings #ML81940253,9500000.0,https://www.redfin.com/CA/Mountain-View/2010-California-St-94040/home/615666,"Carport, Covered Parking, Uncovered Parking",27.0,,,Coin-Operated,Public Utilities,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1033 Crestview Dr #216,Mountain View,CA,94040,875000,2.0,2.0,MOUNTAIN VIEW,1140.0,,1969.0,32.0,768.0,611.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-216/home/652187,MLSListings,ML81939426,N,Y,37.3727325,-122.0598668,Other (See Remarks),Electric,Window/Wall Unit,9,7,8,2.5,768.0,868483.0,6798.0,92,Biker's paradise,81,Very walkable,43,Some transit,NA,NA,NA,NA,"Places5 groceries, 26 restaurants, 3 parksTransit21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, School 255, Special Event","Sep 7, 2023",Relisted (Active)MLSListings #ML81939426,NA,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-216/home/652187,"Attached Garage, Underground Parking",1.0,"Granite, Stall Shower",No Formal Dining Room,Inside,Individual Electric Meters,,"Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Hot Water, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Roof",Monthly,Crestview/Mountain view,"Sep 1, 2023",Listing RemovedMLSListings #ML81939426,NA,"Aug 22, 2023",Listed (Active)MLSListings #ML81939426,875000.0,"Oct 16, 2014",ContingentMLSListings #ML81436608,NA,"Oct 9, 2014",Listed (Active)MLSListings #ML81436608,598000.0,,,,,,,,,
MLS Listing,,Townhouse,1349 West Middlefield Rd,Mountain View,CA,94043,1955000,4.0,3.5,MOUNTAIN VIEW,1715.0,,2023.0,35.0,1140.0,293.0,Active,,,https://www.redfin.com/CA/Mountain-View/1349-W-Middlefield-Rd-94043/home/187086591,MLSListings,ML81939882,N,Y,37.408241,-122.08293,,Central Forced Air,"Central Forced Air, Multi-Zone",6,7,9,2.5,1140.0,1950250.0,14116.0,91,Biker's paradise,59,Somewhat walkable,30,Some transit,NA,NA,NA,NA,"Places3 groceries, 19 restaurants, 5 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Aug 25, 2023",Listed (Active)MLSListings #ML81939882,1955000.0,https://www.redfin.com/CA/Mountain-View/1349-W-Middlefield-Rd-94043/home/187086591,Attached Garage,2.0,,Dining Area in Living Room,,"Individual Electric Meters, Solar Panels - Owned",,"Common Area Electricity, Exterior Painting, Insurance (Common Area), Insurance (Hazard), Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee",,Verano Homeowner's Association,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,130 Mercy St,Mountain View,CA,94041,2199000,3.0,2.0,MOUNTAIN VIEW,1157.0,7205.0,1939.0,36.0,1901.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/130-Mercy-St-94041/home/1461926,MLSListings,ML81938985,N,Y,37.3874425,-122.0730696,"Carpet, Laminate, Tile",Central Forced Air (Gas),Ceiling Fan,6,7,8,2.5,1901.0,2258352.0,15548.0,99,Biker's paradise,74,Very walkable,53,Good transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 34 restaurants, 5 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 19, 2023",Price ChangedMLSListings #ML81938985,2199000.0,https://www.redfin.com/CA/Mountain-View/130-Mercy-St-94041/home/1461926,"Attached Garage, Drive Through, On Street",2.0,"Granite, Shower and Tub, Stall Shower, Updated Bath(s)",Eat in Kitchen,In Garage,Public Utilities,1.0,,,,"Aug 24, 2023",Listed (Active)MLSListings #ML81938985,2299000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,355 Palo Alto Ave,Mountain View,CA,94041,2400000,3.0,2.0,MOUNTAIN VIEW,1512.0,7218.0,1912.0,38.0,1587.0,,Active,,,https://www.redfin.com/CA/Mountain-View/355-Palo-Alto-Ave-94041/home/1239467,MLSListings,ML81939472,N,Y,37.3944511,-122.0866072,"Laminate, Tile, Wood",Central Forced Air (Gas),"Ceiling Fan, Central Forced Air",8,7,9,2.5,1587.0,2510794.0,16969.0,99,Biker's paradise,86,Very walkable,52,Good transit,Minor,Minimal,Moderate,Minimal,"Places4 groceries, 31 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 14, 2023",Price ChangedMLSListings #ML81939472,2400000.0,https://www.redfin.com/CA/Mountain-View/355-Palo-Alto-Ave-94041/home/1239467,Detached,2.0,"Full on Ground Floor, Granite, Primary (Stall Shower(s)), Shower and Tub, Stall Shower, Tile, Updated Bath(s)",Formal Dining Room,"In Utility Room, Inside, Washer/Dryer",Public Utilities,1.0,,,,"Aug 22, 2023",Listed (Active)MLSListings #ML81939472,2100000.0,"Dec 28, 2021",ContingentMLSListings #ML81869679,NA,"Dec 7, 2021",Relisted (Active)MLSListings #ML81869679,NA,"Nov 19, 2021",Listing RemovedMLSListings #ML81869679,NA,"Nov 9, 2021",Listed (Active)MLSListings #ML81869679,2468000.0,,,,,,
MLS Listing,,Single Family Residential,555 Front Ln,Mountain View,CA,94041,2145000,3.0,2.5,MOUNTAIN VIEW,1647.0,2306.0,1996.0,38.0,1302.0,260.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/555-Front-Ln-94041/home/940775,MLSListings,ML81939379,N,Y,37.3933732,-122.0760458,"Carpet, Tile, Vinyl/Linoleum, Wood",Central Forced Air (Gas),Central Forced Air,6,7,8,2.5,1302.0,2163033.0,15426.0,95,Biker's paradise,95,Walker's paradise,54,Good transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 50 restaurants, 2 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 21, 2023",Price ChangedMLSListings #ML81939379,2145000.0,https://www.redfin.com/CA/Mountain-View/555-Front-Ln-94041/home/940775,"Attached Garage, Electric Car Hookup",2.0,"Double Sinks, Half on Ground Floor, Primary (Stall Shower(s)), Shower Over Tub, Tile, Updated Bath(s)","Breakfast Bar, Formal Dining Room",Inside,"Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,"Common Area Electricity, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Management Fee, Reserves",Monthly,Town Square Paseo,"Aug 22, 2023",Listed (Active)MLSListings #ML81939379,2245000.0,"Oct 18, 2012",Pending (Pending (Do Not Show))MLSListings #ML81237071,NA,"Oct 9, 2012",Listed (Active)MLSListings #ML81237071,1088000.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,183 Del Medio Ave #302,Mountain View,CA,94040,599999,2.0,2.0,MOUNTAIN VIEW,1012.0,,1962.0,44.0,593.0,586.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/183-Del-Medio-Ave-94040/unit-302/home/2121266,MLSListings,ML81938606,N,Y,37.4077432,-122.1119469,"Carpet, Vinyl/Linoleum",Central Forced Air,Ceiling Fan,7,8,9,2.5,593.0,653653.0,4892.0,98,Biker's paradise,85,Very walkable,47,Some transit,Major,Minimal,Moderate,Minimal,"Places4 groceries, 27 restaurants, 3 parksTransit21, 22, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Sep 27, 2023",Price ChangedMLSListings #ML81938606,599999.0,https://www.redfin.com/CA/Mountain-View/183-Del-Medio-Ave-94040/unit-302/home/2121266,Carport,1.0,,Dining Area,Community Facility,Public Utilities,1.0,"Common Area Electricity, Electricity, Garbage, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Reserves, Roof, Water",Monthly,Peninsula Townhouse Condo,"Sep 1, 2023",Price ChangedMLSListings #ML81938606,789999.0,"Aug 16, 2023",Listed (Active)MLSListings #ML81938606,799999.0,"Jun 25, 2018",Pending (Pending (Do Not Show))MLSListings #ML81704546,NA,"Jun 12, 2018",Price ChangedMLSListings #ML81704546,895000.0,"May 15, 2018",Listed (Active)MLSListings #ML81704546,925000.0,,,,,,
MLS Listing,,Condo/Co-op,255 S Rengstorff Ave #141,Mountain View,CA,94040,639998,1.0,1.0,MOUNTAIN VIEW,731.0,871.0,1965.0,44.0,876.0,566.0,Active,,,https://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-141/home/1827075,MLSListings,ML81938564,N,Y,37.3999781,-122.0990544,"Tile, Travertine",Central Forced Air,,3,7,9,2.5,876.0,629802.0,5091.0,96,Biker's paradise,72,Very walkable,45,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 29 restaurants, 5 parksTransit21, 22, 40, 51, 51H, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522","Aug 16, 2023",Listed (Active)MLSListings #ML81938564,639998.0,https://www.redfin.com/CA/Mountain-View/255-S-Rengstorff-Ave-94040/unit-141/home/1827075,"Assigned Spaces, Carport, Covered Parking, Guest/Visitor Parking, Parking Area",172.0,"Primary (Stall Shower(s)), Shower and Tub, Stall Shower, Tile","Dining ""L"", Dining Area","Coin-Operated, Community Facility, In Utility Room, Outside, Washer/Dryer","Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,"Common Area Electricity, Common Area Gas, Decks, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Insurance (Earthquake), Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Reserves, Roof, Sewer, Water, Water/Sewer",Monthly,PARKVIEW WEST HOMEOWNER ASSOCIATION,"Apr 14, 2006",Listing RemovedMLSListings #ML80614932,NA,"Mar 17, 2006",ListedMLSListings #ML80614932,339000.0,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,651 Cinnamon Cir,Mountain View,CA,94043,1245000,2.0,2.5,MOUNTAIN VIEW,1122.0,,2019.0,45.0,1110.0,326.0,Active,,,https://www.redfin.com/CA/Mountain-View/651-Cinnamon-Cir-94043/home/167201259,MLSListings,ML81937781,N,Y,37.4061085,-122.0624849,"Carpet, Tile, Other (See Remarks)",Central Forced Air,Central Forced Air,6,7,8,2.5,1110.0,1215716.0,9129.0,94,Biker's paradise,61,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 18 restaurants, 8 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 17, 2023",Price ChangedMLSListings #ML81937781,1245000.0,https://www.redfin.com/CA/Mountain-View/651-Cinnamon-Cir-94043/home/167201259,Attached Garage,2.0,"Double Sinks, Primary (Stall Shower(s)), Shower Over Tub, Tile",Dining Area,"Inside, Washer/Dryer",Public Utilities,,"Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Management Fee, Roof, Other (See Remarks)",,(800) 610-0757,"Sep 13, 2023",Price ChangedMLSListings #ML81937781,1270000.0,"Aug 23, 2023",Price ChangedMLSListings #ML81937781,1279000.0,"Aug 15, 2023",Listed (Active)MLSListings #ML81937781,1300000.0,,,,,,,,,,,,
MLS Listing,,Single Family Residential,388 Sleeper Ave,Mountain View,CA,94040,4999000,6.0,5.5,MOUNTAIN VIEW,3260.0,8333.0,2023.0,46.0,1533.0,,Active,September-30-2023 01:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Mountain-View/388-Sleeper-Ave-94040/home/1246973,MLSListings,ML81938352,N,Y,37.3717438,-122.0751114,Hardwood,Central Forced Air,"Central Forced Air, Multi-Zone",9,7,8,2.5,1533.0,4893761.0,35346.0,81,Very bikeable,50,Somewhat walkable,33,Some transit,Major,Minimal,Moderate,Minimal,"Places6 groceries, 17 restaurants, 5 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Aug 14, 2023",Listed (Active)MLSListings #ML81938352,4999000.0,https://www.redfin.com/CA/Mountain-View/388-Sleeper-Ave-94040/home/1246973,Attached Garage,1.0,,Dining Area,,"Individual Electric Meters, Public Utilities, Solar Panels - Owned",2.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1655 Grant Rd,Mountain View,CA,94040,1799000,4.0,3.0,MOUNTAIN VIEW,1962.0,1704.0,1979.0,51.0,917.0,605.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/1655-Grant-Rd-94040/home/1151333,MLSListings,ML81937737,N,Y,37.374831,-122.076484,"Hardwood, Tile","Central Forced Air (Gas), Fireplace",Central Forced Air,9,7,8,2.5,917.0,,13325.0,90,Biker's paradise,84,Very walkable,38,Some transit,Minor,Minor,Moderate,Minimal,"Places6 groceries, 17 restaurants, 6 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 22, 2023",Price ChangedMLSListings #ML81937737,1799000.0,https://www.redfin.com/CA/Mountain-View/1655-Grant-Rd-94040/home/1151333,"Common Parking Area, Detached, Gate/Door Opener",2.0,"Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), 2+ Stall Shower, Tile","Breakfast Bar, Dining Area, Dining Bar","Dryer, Electricity Hookup (110V), Inside, Tub/Sink, Washer",Public Utilities,2.0,"Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Reserves",Monthly,Walden Park HOA,"Aug 9, 2023",Listed (Active)MLSListings #ML81937737,1888000.0,"Oct 31, 2000",Listing RemovedMLSListings #ML80035710,NA,"Aug 15, 2000",ListedMLSListings #ML80035710,699000.0,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,1033 Crestview Dr #209,Mountain View,CA,94040,825000,2.0,2.0,MOUNTAIN VIEW,1140.0,,1969.0,56.0,724.0,612.0,Active,,,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-209/home/1151388,MLSListings,ML81937343,N,Y,37.3727325,-122.0598668,,Baseboard,Window/Wall Unit,9,7,8,2.5,724.0,815216.0,6445.0,92,Biker's paradise,81,Very walkable,43,Some transit,NA,NA,NA,NA,"Places5 groceries, 26 restaurants, 3 parksTransit21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, School 255, Special Event","Sep 1, 2023",Price ChangedMLSListings #ML81937343,825000.0,https://www.redfin.com/CA/Mountain-View/1033-Crestview-Dr-94040/unit-209/home/1151388,"Assigned Spaces, Gate/Door Opener, Underground Parking",1.0,,Dining Area,"Inside, Washer/Dryer",Public Utilities,1.0,"Common Area Electricity, Garbage, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis",,Crestview HOA,"Aug 4, 2023",Listed (Active)MLSListings #ML81937343,875000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,1982 Montecito Ave,Mountain View,CA,94043,2158000,5.0,3.0,MOUNTAIN VIEW,2057.0,,2023.0,59.0,1049.0,441.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/1982-Montecito-Ave-94043/home/182165628,MLSListings,ML81936779,N,Y,37.4061885,-122.0928667,"Stone, Tile","Forced Air, Heating (2+ Zones)",Multi-Zone,6,7,9,2.5,1049.0,2126095.0,15699.0,90,Biker's paradise,48,Car-dependent,32,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 17 restaurants, 11 parksTransit21, 22, 40, 51, 51H, 52, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6","Aug 1, 2023",Listed (Active)MLSListings #ML81936779,2158000.0,https://www.redfin.com/CA/Mountain-View/1982-Montecito-Ave-94043/home/182165628,"Assigned Spaces, Common Parking Area, Covered Parking, Electric Car Hookup, Electric Gate, Guest/Visitor Parking",2.0,"Double Sinks, Marble, Primary (Stall Shower(s)), 2+ Stall Shower, Tile, Tub","Dining Area, Dining Bar","Dryer, Washer",Public Utilities,3.0,"Common Area Electricity, Decks, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Landscaping/Gardening, Roof",,Montecito Homeowner Association,,,,,,,,,,,,,,,,,,,,,
