SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Single Family Residential,252 Ramona St,Palo Alto,CA,94301,2995000,2.0,2.0,PALO ALTO,1120.0,5732.0,1920.0,38,2674.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/252-Ramona-St-94301/home/990715,MLSListings,ML81939509,N,Y,37.4469288,-122.1651365,"Detached, Gate/Door Opener",1.0,"Primary (Stall Shower(s)), Shower Over Tub, Tile","Dining Area in Living Room, Dining Bar, Eat in Kitchen, Skylight(s)",Washer/Dryer,Vinyl/Linoleum,,Central Forced Air,"Individual Electric Meters, Individual Gas Meters",1.0,8,7,9,2.5,2674.0,2931246.0,21177.0,100,/100Biker's paradise,92,Walker's paradise,57,Good transit,Minimal,Minimal,Moderate,Minimal,"Places0 groceries, 43 restaurants, 6 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522, U","Sep 7, 2023",Price ChangedMLSListings #ML81939509,2995000.0,"Aug 23, 2023",Listed (Active)MLSListings #ML81939509,3150000.0,,,,https://www.redfin.com/CA/Palo-Alto/252-Ramona-St-94301/home/990715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2613 Elmdale Pl,Palo Alto,CA,94303,4780000,4.0,3.0,PALO ALTO,2521.0,6660.0,2023.0,43,1896.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/2613-Elmdale-Ct-94303/home/593508,MLSListings,ML81939004,N,Y,37.4426628,-122.1225071,"Attached Garage, Carport, Electric Car Hookup",1.0,"Double Sinks, Shower and Tub, Skylight, Stall Shower, Tile","Breakfast Nook, Dining Area, Eat in Kitchen, Formal Dining Room, Skylight(s)",Electricity Hookup (220V),"Hardwood, Tile",Central Forced Air,"Central Forced Air, Electric, Heat Pump, Solar","Public Utilities, Solar Panels - Owned",,8,8,9,2.5,1896.0,4746530.0,33798.0,87,Very bikeable,47,Car-dependent,21,Minimal transit,Extreme,Moderate,Moderate,Minimal,"Places3 groceries, 13 restaurants, 7 parksTransit21, 280, 281, 296, 397, 81, 89, ACE Orange, Bus Bridge, L1, L2, L3, L6, School 288, School 288L, School 288M, U","Sep 25, 2023",Price ChangedMLSListings #ML81939004,4780000.0,"Aug 18, 2023",Listed (Active)MLSListings #ML81939004,4980000.0,"Mar 8, 2021",Listing RemovedMLSListings #ML81832291,NA,https://www.redfin.com/CA/Palo-Alto/2613-Elmdale-Ct-94303/home/593508,,,,"Mar 3, 2021",ListedMLSListings #ML81832291,2450000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,555 Byron St #305,Palo Alto,CA,94301,1395000,2.0,2.0,PALO ALTO,1548.0,,1997.0,44,901.0,5703.0,Active,,,https://www.redfin.com/CA/Palo-Alto/555-Byron-St-94301/unit-305/home/1147505,MLSListings,ML81938761,N,Y,37.449976,-122.1563173,Attached Garage,1.0,,Dining Area,,,Central Forced Air,Central Forced Air,Public Utilities,1.0,8,7,9,2.5,901.0,1374925.0,15567.0,90,Biker's paradise,89,Very walkable,50,Good transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 28 restaurants, 1 parkTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Sep 20, 2023",Price ChangedMLSListings #ML81938761,1395000.0,"Aug 17, 2023",Listed (Active)MLSListings #ML81938761,1495000.0,"Apr 27, 2013",Pending (Contingent)MLSListings #ML81232417,NA,https://www.redfin.com/CA/Palo-Alto/555-Byron-St-94301/unit-305/home/1147505,"Management Fee, Recreation Facility, Security Service, Other (See Remarks)",Monthly,Hamilton Homeowners Association,"Aug 31, 2012",Listed (Active)MLSListings #ML81232417,995000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,183 Del Medio Ave #302,Mountain View,CA,94040,599999,2.0,2.0,MOUNTAIN VIEW,1012.0,,1962.0,45,593.0,586.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Mountain-View/183-Del-Medio-Ave-94040/unit-302/home/2121266,MLSListings,ML81938606,N,Y,37.4077432,-122.1119469,Carport,1.0,,Dining Area,Community Facility,"Carpet, Vinyl/Linoleum",Ceiling Fan,Central Forced Air,Public Utilities,1.0,7,8,9,2.5,593.0,653653.0,4892.0,98,Biker's paradise,85,Very walkable,47,Some transit,Major,Minimal,Moderate,Minimal,"Places4 groceries, 27 restaurants, 3 parksTransit21, 22, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Sep 27, 2023",Price ChangedMLSListings #ML81938606,599999.0,"Sep 1, 2023",Price ChangedMLSListings #ML81938606,789999.0,"Aug 16, 2023",Listed (Active)MLSListings #ML81938606,799999.0,https://www.redfin.com/CA/Mountain-View/183-Del-Medio-Ave-94040/unit-302/home/2121266,"Common Area Electricity, Electricity, Garbage, Insurance (Common Area), Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Reserves, Roof, Water",Monthly,Peninsula Townhouse Condo,"Jun 25, 2018",Pending (Pending (Do Not Show))MLSListings #ML81704546,NA,"Jun 12, 2018",Price ChangedMLSListings #ML81704546,895000.0,"May 15, 2018",Listed (Active)MLSListings #ML81704546,925000.0,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,994 Loma Verde Ave,Palo Alto,CA,94303,2998000,3.0,2.0,PALO ALTO,1816.0,6164.0,1958.0,45,1651.0,,Active,September-30-2023 01:30 PM,September-30-2023 05:30 PM,https://www.redfin.com/CA/Palo-Alto/994-Loma-Verde-Ave-94303/home/595925,MLSListings,ML81938569,N,Y,37.4346445,-122.1137218,"Attached Garage, Gate/Door Opener",1.0,,Dining Area in Family Room,,,,Radiant Floors,Public Utilities,1.0,8,8,9,2.5,1651.0,2958128.0,21198.0,83,Very bikeable,34,Car-dependent,23,Minimal transit,Extreme,Moderate,Moderate,Minimal,"Places1 grocery, 10 restaurants, 15 parksTransit21, 22, ACE Orange, C - AM, C - PM, D - AM, D - PM, School 288, School 288L, School 288M, U","Aug 16, 2023",Listed (Active)MLSListings #ML81938569,2998000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/994-Loma-Verde-Ave-94303/home/595925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,175 Los Trancos Rd,Portola Valley,CA,94028,3395000,4.0,2.0,Portola Valley,2030.0,43560.0,1950.0,46,1672.0,,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Portola-Valley/175-Los-Trancos-Rd-94028/home/2052553,TheMLS,23-301351,N,Y,37.3723903,-122.2011876,,,,,,,,,,,NA,NA,6,1.0,1672.0,3275919.0,24005.0,19,Somewhat bikeable,14,Car-dependent,,,Minimal,Minor,Minor,Minimal,"Places5 groceries, 18 restaurants, 14 parksTransit286, 80, 85, 87, 89, Express 101, Express 102, Express 103, Express 104, M1 Shuttle, M1 Shuttle (City of Menlo Park), U","Sep 15, 2023",Price ChangedTheMLS #23-301351,3395000.0,"Aug 25, 2023",Relisted (Active)TheMLS #23-301351,NA,"Aug 17, 2023",Contingent (Backup Offers Accepted)TheMLS #23-301351,NA,https://www.redfin.com/CA/Portola-Valley/175-Los-Trancos-Rd-94028/home/2052553,,,,"Aug 15, 2023",Listed (Active)TheMLS #23-301351,3495000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1185 Woodland Ave,Menlo Park,CA,94025,3880000,4.0,3.5,MENLO PARK,3140.0,5750.0,2005.0,50,1236.0,,Active,September-30-2023 02:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/1185-Woodland-Ave-94025/home/1644043,MLSListings,ML81937850,N,Y,37.4578279,-122.1515644,"Detached, Electric Gate, Gate/Door Opener",2.0,"Double Sinks, Half on Ground Floor, Marble, Primary (Stall Shower(s)), 2+ Stall Shower, Tub in Master Bedroom","Breakfast Nook, Formal Dining Room",,"Carpet, Hardwood, Tile",Central Forced Air,Central Forced Air (Gas),Public Utilities,3.0,8,8,6,2.5,1236.0,3811336.0,27434.0,80,Very bikeable,72,Very walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 24 restaurants, 3 parksTransit21, 280, 281, 296, 397, 81, 82, 83, 84, 88, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Aug 11, 2023",Listed (Active)MLSListings #ML81937850,3880000.0,"Jul 8, 2009",Pending (Pending (Do Not Show))MLSListings #ML80901554,NA,"Jun 19, 2009",ContingentMLSListings #ML80901554,NA,https://www.redfin.com/CA/Menlo-Park/1185-Woodland-Ave-94025/home/1644043,,,,"Jun 12, 2009",Price ChangedMLSListings #ML80901554,1699000.0,"Jun 3, 2009",Price ChangedMLSListings #ML80901554,1725000.0,"May 19, 2009",Price ChangedMLSListings #ML80901554,1750000.0,"Apr 22, 2009",Price ChangedMLSListings #ML80901554,1800000.0,"Apr 21, 2009",Price ChangedMLSListings #ML80901554,1825000.0,"Mar 3, 2009",Price ChangedMLSListings #ML80901554,1850000.0,"Feb 27, 2009",Price ChangedMLSListings #ML80901554,1888000.0,"Feb 14, 2009",Price ChangedMLSListings #ML80901554,1899000.0,"Jan 12, 2009",ListedMLSListings #ML80901554,1975000.0
MLS Listing,,Single Family Residential,1925 Euclid Ave,Menlo Park,CA,94025,1549000,2.0,1.0,MENLO PARK,940.0,5640.0,1936.0,52,1648.0,,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/East-Palo-Alto/1925-Euclid-Ave-94303/home/1695247,MLSListings,ML81937826,N,Y,37.458943,-122.145237,"Attached Garage, Gate/Door Opener, Off-Street Parking",1.0,"Full on Ground Floor, Shower Over Tub",Formal Dining Room,"In Garage, Washer/Dryer",Hardwood,,Gas,Public Utilities,1.0,8,8,6,2.5,1648.0,1530336.0,10952.0,81,Very bikeable,64,Somewhat walkable,38,Some transit,Moderate,Minimal,Moderate,Minimal,"Places10 groceries, 28 restaurants, 4 parksTransit21, 280, 281, 296, 397, 81, 83, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 14, 2023",Price ChangedMLSListings #ML81937826,1549000.0,"Aug 9, 2023",Listed (Active)MLSListings #ML81937826,1650000.0,,,,https://www.redfin.com/CA/East-Palo-Alto/1925-Euclid-Ave-94303/home/1695247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,14188 Stanford Ct,Los Altos Hills,CA,94022,4190000,4.0,3.5,LOS ALTOS HILLS,3303.0,65750.0,1974.0,54,1269.0,,Active,,,https://www.redfin.com/CA/Los-Altos-Hills/14188-Stanford-Ct-94022/home/855932,MLSListings,ML81934872,N,Y,37.3869744,-122.1684628,Attached Garage,2.0,"Double Sinks, Oversized Tub, 2+ Showers Over Tubs, Stall Shower","Dining Area, Dining Area in Family Room","Electricity Hookup (110V), In Utility Room, Tub/Sink, Washer/Dryer","Hardwood, Tile",Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,8,8,9,2.5,1269.0,4039724.0,29626.0,21,Somewhat bikeable,0,Car-dependent,,,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 22 restaurants, 16 parksTransit22, 286, 40, 52, 85, 87, 89, Express 101, Express 102, Express 103, Express 104, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Aug 31, 2023",Price ChangedMLSListings #ML81934872,4190000.0,"Aug 24, 2023",Price ChangedMLSListings #ML81934872,4290000.0,"Aug 7, 2023",Listed (Active)MLSListings #ML81934872,4500000.0,https://www.redfin.com/CA/Los-Altos-Hills/14188-Stanford-Ct-94022/home/855932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2060 Birch St,Palo Alto,CA,94306,3698000,2.0,2.0,PALO ALTO,1167.0,5000.0,1932.0,58,3169.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/2060-Birch-St-94306/home/1641431,MLSListings,ML81937194,N,Y,37.4296204,-122.1468625,"Off-Street Parking, On Street, Parking Restrictions",,,Dining Area in Living Room,,,,"Central Forced Air (Gas), Fireplace",Public Utilities,1.0,8,7,9,2.5,3169.0,3608782.0,26147.0,100,/100Biker's paradise,94,Walker's paradise,46,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 31 restaurants, 1 parkTransit21, 22, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288M","Aug 3, 2023",Listed (Active)MLSListings #ML81937194,3698000.0,"Feb 19, 2022",Pending (Pending (Do Not Show))MLSListings #ML81877548,NA,"Feb 9, 2022",Listed (Active)MLSListings #ML81877548,1988000.0,https://www.redfin.com/CA/Palo-Alto/2060-Birch-St-94306/home/1641431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2205 Louis Rd,Palo Alto,CA,94303,5695000,5.0,3.5,PALO ALTO,2935.0,8032.0,2020.0,58,1940.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/2205-Louis-Rd-94303/home/168865568,MLSListings,ML81937063,N,Y,37.4425433,-122.1309367,"Attached Garage, Parking Area",1.0,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Primary (Stall Shower(s)), Shower and Tub","Breakfast Nook, Formal Dining Room","In Utility Room, Inside, Washer/Dryer","Hardwood, Stone","Central Forced Air, Multi-Zone",Central Forced Air,Public Utilities,2.0,8,7,9,2.5,1940.0,5517351.0,40267.0,89,Very bikeable,56,Somewhat walkable,25,Some transit,Moderate,Moderate,Moderate,Minimal,"Places3 groceries, 13 restaurants, 10 parksTransit21, 22, 280, 281, 296, 397, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M, U","Aug 3, 2023",Listed (Active)MLSListings #ML81937063,5695000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/2205-Louis-Rd-94303/home/168865568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,735-737 Middlefield Rd,Palo Alto,CA,94301,3100000,4.0,3.5,PALO ALTO,2528.0,7500.0,1924.0,67,1226.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/735-Middlefield-Rd-94301/home/1448358,MLSListings,ML81936173,N,Y,37.4489305,-122.1534564,"Carport, Covered Parking, Uncovered Parking",,,Formal Dining Room,Washer/Dryer,"Carpet, Laminate, Tile, Vinyl/Linoleum, Wood",,Central Forced Air,Public Utilities,,8,7,9,2.5,1226.0,2974795.0,21919.0,89,Very bikeable,84,Very walkable,48,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 25 restaurants, 2 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Jul 25, 2023",Listed (Active)MLSListings #ML81936173,3100000.0,"Jul 13, 2023",Listed (Active)MLSListings #ML81934843,3100000.0,,,,https://www.redfin.com/CA/Palo-Alto/735-Middlefield-Rd-94301/home/1448358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,847 Woodland Ave,Menlo Park,CA,94025,5188888,6.0,6.0,MENLO PARK,4138.0,5200.0,2023.0,70,1254.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/847-Woodland-Ave-94025/home/1710017,MLSListings,ML81935884,N,Y,37.4550889,-122.156887,Attached Garage,2.0,,Dining Area in Family Room,,,Central Forced Air,Central Forced Air,Public Utilities,,8,8,6,2.5,1254.0,5080461.0,36689.0,84,Very bikeable,66,Somewhat walkable,43,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 25 restaurants, 3 parksTransit21, 22, 280, 281, 296, 397, 81, 82, 83, 84, 88, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park), Rapid 522","Sep 30, 2023",Price ChangedMLSListings #ML81935884,5188888.0,"Sep 16, 2023",Price ChangedMLSListings #ML81935884,5388888.0,"Sep 3, 2023",Price ChangedMLSListings #ML81935884,4988888.0,https://www.redfin.com/CA/Menlo-Park/847-Woodland-Ave-94025/home/1710017,,,,"Jul 22, 2023",Listed (Active)MLSListings #ML81935884,5588888.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,543 Tennyson Ave,Palo Alto,CA,94301,15800000,6.0,6.5,PALO ALTO,5756.0,10000.0,2022.0,72,2745.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/543-Tennyson-Ave-94301/home/1111786,MLSListings,ML81935385,N,Y,37.4389411,-122.1426927,"Detached, Electric Gate, Gate/Door Opener, On Street, Parking Deck",1.0,"Double Sinks, Dual Flush Toilet, Full on Ground Floor, Half on Ground Floor, Primary (Stall Shower(s)), 2+ Showers Over Tubs, 2+ Stall Shower, Tile, Tub in Master Bedroom, 2+ Tubs","Breakfast Bar, Breakfast Room, Dining Area, Dining Area in Family Room, Dining Area in Living Room, Eat in Kitchen","In Utility Room, Inside, Upper Floor","Carpet, Hardwood, Tile, Travertine","Central Forced Air, Multi-Zone","Central Forced Air (Gas), Fireplace, Heating (2+ Zones), Individual Room Controls","Individual Gas Meters, Natural Gas, Public Utilities",3.0,7,7,9,2.0,2745.0,15060031.0,111716.0,84,Very bikeable,41,Car-dependent,30,Some transit,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 20 restaurants, 8 parksTransit21, 22, 280, 281, 296, 397, 81, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, M1 Shuttle, M1 Shuttle (City of Menlo Park), Rapid 522, School 288, School 288L, School 288M, U","Jul 20, 2023",Listed (Active)MLSListings #ML81935385,15800000.0,"Nov 1, 2017",Pending (Pending (Do Not Show))MLSListings #ML81682171,NA,"Oct 19, 2017",Listed (Active)MLSListings #ML81682171,5500000.0,https://www.redfin.com/CA/Palo-Alto/543-Tennyson-Ave-94301/home/1111786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3886 Ross Rd,Palo Alto,CA,94303,5480000,5.0,5.5,PALO ALTO,3669.0,7214.0,2023.0,74,1494.0,,Active,,,https://www.redfin.com/CA/Palo-Alto/3886-Ross-Rd-94303/home/1746756,MLSListings,ML81935406,N,Y,37.4248821,-122.1062305,Attached Garage,2.0,,Dining Area,,"Hardwood, Tile",Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters",2.0,8,8,9,2.5,1494.0,5411970.0,38747.0,97,Biker's paradise,62,Somewhat walkable,28,Some transit,Extreme,Minor,Moderate,Minimal,"Places4 groceries, 14 restaurants, 9 parksTransit21, 40, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288, School 288L, School 288M","Jul 18, 2023",Listed (Active)MLSListings #ML81935406,5480000.0,,,,,,,https://www.redfin.com/CA/Palo-Alto/3886-Ross-Rd-94303/home/1746756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4250 El Camino Real Unit D138,Palo Alto,CA,94306,830000,2.0,1.0,PALO ALTO,885.0,,1983.0,79,938.0,770.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Palo-Alto/4250-El-Camino-Real-94306/unit-D138/home/1494810,MLSListings,ML81934938,N,Y,37.4070225,-122.1217528,"Assigned Spaces, Attached Garage, Electric Gate, Enclosed, Guest/Visitor Parking",1.0,"Shower and Tub, Solid Surface, Tile","Dining Area in Living Room, Dining Bar","Inside, Washer/Dryer","Carpet, Hardwood, Tile",,Central Forced Air,Public Utilities,1.0,8,8,9,2.5,938.0,,6639.0,85,Very bikeable,61,Somewhat walkable,45,Some transit,NA,NA,NA,NA,"Places3 groceries, 27 restaurants, 5 parksTransit21, 22, 40, 89, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Aug 22, 2023",Price ChangedMLSListings #ML81934938,830000.0,"Aug 8, 2023",Price ChangedMLSListings #ML81934938,875000.0,"Jul 13, 2023",Listed (Active)MLSListings #ML81934938,895000.0,https://www.redfin.com/CA/Palo-Alto/4250-El-Camino-Real-94306/unit-D138/home/1494810,"Common Area Electricity, Garbage, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Roof, Water",Monthly,PML Management Corporation,"Jul 24, 2020",Pending (Pending (Do Not Show))MLSListings #ML81776038,NA,"May 15, 2020",Relisted (Active)MLSListings #ML81776038,NA,"Feb 24, 2020",Pending (Pending (Do Not Show))MLSListings #ML81776038,NA,"Feb 22, 2020",Price ChangedMLSListings #ML81776038,888000.0,"Jan 27, 2020",Price ChangedMLSListings #ML81776038,925000.0,"Jan 10, 2020",Price ChangedMLSListings #ML81776038,965000.0,"Dec 20, 2019",Price ChangedMLSListings #ML81776038,970000.0,"Nov 21, 2019",Listed (Active)MLSListings #ML81776038,988000.0,,,
MLS Listing,,Single Family Residential,3123 South Ct,Palo Alto,CA,94306,5680000,6.0,5.5,PALO ALTO,3130.0,6124.0,2023.0,80,1815.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/3123-South-Ct-94306/home/603417,MLSListings,ML81933838,N,Y,37.4258768,-122.1281861,Attached Garage,1.0,,Dining Area in Family Room,,,Central Forced Air,"Heat Pump, Heating (2+ Zones)",Public Utilities,1.0,8,8,9,2.5,1815.0,5595770.0,40161.0,95,Biker's paradise,61,Somewhat walkable,36,Some transit,Moderate,Moderate,Moderate,Minimal,"Places4 groceries, 24 restaurants, 2 parksTransit21, 22, 89, Bus Bridge, Express 101, Express 102, Express 103, Express 104, L1, L2, L3, L6, Rapid 522, School 288, School 288L, School 288M","Sep 29, 2023",Price ChangedMLSListings #ML81933838,5680000.0,"Jul 12, 2023",Listed (Active)MLSListings #ML81933838,5850000.0,,,,https://www.redfin.com/CA/Palo-Alto/3123-South-Ct-94306/home/603417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1295 Woodland Ave,Menlo Park,CA,94025,3980000,4.0,4.5,MENLO PARK,3062.0,15420.0,1946.0,85,1300.0,,Active,September-30-2023 12:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/1295-Woodland-Ave-94025/home/1936752,MLSListings,ML81934309,N,Y,37.4579557,-122.1497236,Detached,2.0,,Dining Area in Family Room,,,Other (See Remarks),Central Forced Air (Gas),Public Utilities,2.0,8,8,6,2.5,1300.0,4094412.0,28141.0,77,Very bikeable,63,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 25 restaurants, 4 parksTransit21, 280, 281, 296, 397, 81, 82, 83, 84, 88, M1 Shuttle, M1 Shuttle (City of Menlo Park), M4 Shuttle, M4 Shuttle (City of Menlo Park)","Sep 13, 2023",Price ChangedMLSListings #ML81934309,3980000.0,"Jul 7, 2023",Listed (Active)MLSListings #ML81934309,4480000.0,"Oct 29, 2021",Pending (Pending (Do Not Show))MLSListings #ML81862434,NA,https://www.redfin.com/CA/Menlo-Park/1295-Woodland-Ave-94025/home/1936752,,,,"Sep 13, 2021",Listed (Active)MLSListings #ML81862434,3595000.0,,,,,,,,,,,,,,,,,,,,,,,,
