SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HAS_GARAGE,FLOORING_FEATURES,HEATING_FEATURES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,UTILITIES,PARK_DESCRIPTION,BATH_DESCRIPTION,DINNING_DESC,LAUNDARY_FEATURES,NUM_STORIES,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE
MLS Listing,,Townhouse,3551 Gilman Cmn,Fremont,CA,94538,1520000,3.0,2.5,LIBERTY COMMONS,1935.0,1299.0,1999.0,13.0,786.0,265.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/3551-Gilman-Cmn-94538/home/1865361,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039417,N,Y,37.5473686,-121.9776813,2.0,"Carpet, Wood",Gravity,7,7,7,2.5,786.0,1511591.0,11172.0,76,Very bikeable,84,Very walkable,55,Good transit,Minimal,Minimal,Moderate,Minimal,"Places6 groceries, 34 restaurants, 2 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 16, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039417",1520000.0,"Sep 7, 2004","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40036897",NA,"Aug 27, 2004","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40036897",589950.0,,,,https://www.redfin.com/CA/Fremont/3551-Gilman-Cmn-94538/home/1865361,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3248 Bruce Dr,Fremont,CA,94539,2899000,4.0,4.0,MISSION,2704.0,8955.0,1955.0,14.0,1072.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Fremont/3248-Bruce-Dr-94539/home/1737740,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039323,N,Y,37.5321881,-121.9517993,2.0,Hardwood Flrs Throughout,Forced Air,9,10,10,2.5,1072.0,2898414.0,20802.0,37,Somewhat bikeable,68,Somewhat walkable,35,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 23 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039323",2899000.0,"Mar 9, 2005","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40064874",NA,"Feb 27, 2005","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40064874",869800.0,,,,https://www.redfin.com/CA/Fremont/3248-Bruce-Dr-94539/home/1737740,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3770 Union St,Fremont,CA,94538,1265000,3.0,2.0,IRVINGTON DIST.,1450.0,5000.0,1951.0,14.0,872.0,,Active,,,https://www.redfin.com/CA/Fremont/3770-Union-St-94538/home/1943829,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039320,N,Y,37.5341286,-121.9577316,1.0,"Carpet, Engineered Wood",Forced Air,7,7,7,2.25,872.0,1287612.0,9077.0,60,Bikeable,91,Walker's paradise,38,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 25 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039320",1265000.0,"Aug 28, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037388",2295000.0,,,,,,,https://www.redfin.com/CA/Fremont/3770-Union-St-94538/home/1943829,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3742 Union St,Fremont,CA,94538,1265000,2.0,1.0,IRVINGTON DIST.,1035.0,7200.0,1951.0,14.0,1222.0,,Active,,,https://www.redfin.com/CA/Fremont/3742-Union-St-94538/home/1336418,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039318,N,Y,37.5342303,-121.9576428,1.0,"Carpet, Engineered Wood",Forced Air,7,7,7,2.25,1222.0,1268137.0,9077.0,60,Bikeable,91,Walker's paradise,38,Some transit,Minimal,Moderate,Moderate,Minimal,"Places6 groceries, 25 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039318",1265000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/3742-Union-St-94538/home/1336418,"Cable Available, Natural Gas Connected",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,39993 Fremont Blvd #103,Fremont,CA,94538,495000,1.0,1.0,FREMONT,922.0,,1987.0,14.0,537.0,620.0,Active,,,https://www.redfin.com/CA/Fremont/39993-Fremont-Blvd-94538/unit-103/home/171737031,MLSListings,ML81942061,N,Y,37.5405731,-121.9741937,1.0,Tile,Heat Pump,5,7,7,2.5,537.0,496909.0,4120.0,57,Bikeable,64,Somewhat walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 25 restaurants, 5 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 623, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 15, 2023",Listed (Active)MLSListings #ML81942061,495000.0,"Mar 20, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40726544",NA,"Feb 4, 2016","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40726544",388888.0,"Jan 20, 2016","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40726544",399999.0,https://www.redfin.com/CA/Fremont/39993-Fremont-Blvd-94538/unit-103/home/171737031,Public Utilities,Underground Parking,Shower Over Tub,"Breakfast Bar, Dining Area","Inside, Washer/Dryer",1.0,"Common Area Electricity, Common Area Gas, Exterior Painting, Insurance (Common Area), Maintenance (Common Area), Management Fee, Recreation Facility, Reserves, Roof",Monthly,Park Regency,,,,,,
MLS Listing,,Condo/Co-op,4514 Merced Cmn,Fremont,CA,94536,620000,2.0,2.0,,1050.0,1050.0,1973.0,14.0,590.0,578.0,Active,,,https://www.redfin.com/CA/Fremont/4514-Merced-Cmn-94536/home/179648075,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038806,N,Y,37.552466,-122.013394,,"Laminate, Tile",Forced Air,7,7,9,2.5,590.0,620888.0,4962.0,54,Bikeable,71,Very walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 1 parkTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 801, 99, ACE, ACETrain, CC, SB, U","Sep 27, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038806",620000.0,"Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038806",599000.0,"Oct 20, 2015","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40716991",NA,"Oct 1, 2015","ContingentbridgeMLS, Bay East AOR, or Contra Costa AOR #40716991",NA,https://www.redfin.com/CA/Fremont/4514-Merced-Cmn-94536/home/179648075,,,,,,,,,,"Sep 25, 2015","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40716991",470888.0,,,
MLS Listing,,Condo/Co-op,2339 Kinetic Cmn #112,Fremont,CA,94539,1199900,3.0,2.0,WARM SPRINGS,1612.0,,2020.0,14.0,744.0,643.0,Active,,,https://www.redfin.com/CA/Fremont/2339-Kinetic-Cmn-94539/unit-112/home/187495708,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039255,N,Y,37.504719,-121.9346922,2.0,"Hardwood Flrs Throughout, Tile, Vinyl",Forced Air,9,7,7,2.5,744.0,1204181.0,9253.0,63,Bikeable,32,Car-dependent,50,Good transit,Minimal,Moderate,Major,Minimal,"Places3 groceries, 30 restaurants, 2 parksTransit210, 212, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039255",1199900.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/2339-Kinetic-Cmn-94539/unit-112/home/187495708,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1851 Napa Ct,Fremont,CA,94539,4288800,6.0,4.0,FREMONT,5359.0,17584.0,1988.0,15.0,800.0,165.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/1851-Napa-Ct-94539/home/1753905,MLSListings,ML81941992,N,Y,37.5053554,-121.9082639,3.0,"Laminate, Tile, Vinyl/Linoleum, Other (See Remarks)",Central Forced Air (Gas),9,7,9,2.5,800.0,4281680.0,30940.0,2,Somewhat bikeable,4,Car-dependent,26,Some transit,Minimal,Severe,Moderate,Minimal,"Places3 groceries, 32 restaurants, 8 parksTransit210, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S, Route 6","Sep 14, 2023",Listed (Active)MLSListings #ML81941992,4288800.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/1851-Napa-Ct-94539/home/1753905,"Natural Gas, Public Utilities, Solar Panels - Owned","Attached Garage, Parking Area",,"Breakfast Nook, Dining Area in Family Room, Dining Area in Living Room, Eat in Kitchen",,2.0,"Maintenance (Common Area), Security Service",Annually,Vineyard Hills HOA,,,,,,
MLS Listing,,Single Family Residential,44164 Glendora Dr,Fremont,CA,94539,2779000,4.0,3.0,FREMONT,2254.0,7013.0,1988.0,15.0,1233.0,72.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/44164-Glendora-Dr-94539/home/1084093,MLSListings,ML81941966,N,Y,37.5149221,-121.9296413,2.0,"Carpet, Laminate, Tile",Central Forced Air,9,10,10,2.5,1233.0,2842141.0,19721.0,29,Somewhat bikeable,16,Car-dependent,31,Some transit,Minimal,Severe,Moderate,Minimal,"Places2 groceries, 21 restaurants, 3 parksTransit210, 212, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S, Route 6","Sep 14, 2023",Listed (Active)MLSListings #ML81941966,2779000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/44164-Glendora-Dr-94539/home/1084093,Public Utilities,"Attached Garage, On Street","Double Sinks, Primary (Tub w/ Jets)",Dining Area,Inside,2.0,Management Fee,,Heritage Heights East Homeowners Associa,,,,,,
MLS Listing,,Townhouse,36021 Vallee Ter,Fremont,CA,94536,849888,2.0,2.5,NILES,1213.0,1500.0,1983.0,15.0,701.0,515.0,Active,,,https://www.redfin.com/CA/Fremont/36021-Vallee-Ter-94536/home/1785910,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039169,N,Y,37.5815788,-121.9937254,2.0,"Laminate, Carpet",Forced Air,7,6,7,2.5,701.0,871504.0,6524.0,50,Bikeable,34,Car-dependent,27,Some transit,Moderate,Major,Moderate,Minimal,"Places3 groceries, 16 restaurants, 17 parksTransit200, 210, 216, 232, 251, 621, 625, 801, 97, 99, ACE, ACETrain, BridgeA, BridgeB, CC, Green-N, Green-S, Orange-N, Orange-S, U","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039169",849888.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/36021-Vallee-Ter-94536/home/1785910,"Natural Gas Connected, Individual Gas Meter",,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,39951 Fremont Blvd #124,Fremont,CA,94538,649900,2.0,2.0,PARK REGENCY,1146.0,148975.0,1987.0,15.0,567.0,661.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/39951-Fremont-Blvd-94538/unit-124/home/1534202,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039141,N,Y,37.5411134,-121.974638,,Laminate,Radiant,5,7,7,2.5,567.0,652170.0,5256.0,57,Bikeable,64,Somewhat walkable,42,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 26 restaurants, 5 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 623, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039141",649900.0,"May 19, 2002","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #11140258",NA,"May 3, 2002","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #11140258",282000.0,,,,https://www.redfin.com/CA/Fremont/39951-Fremont-Blvd-94538/unit-124/home/1534202,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,36830 San Pedro Dr #10,Fremont,CA,94536,599888,2.0,2.0,FREMONT,960.0,,1982.0,15.0,625.0,555.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/36830-San-Pedro-Dr-94536/unit-10/home/1052205,MLSListings,ML81941894,N,Y,37.5508966,-122.0214483,2.0,"Carpet, Vinyl/Linoleum",Central Forced Air,5,6,7,2.5,625.0,598781.0,4797.0,55,Bikeable,67,Somewhat walkable,31,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 2 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 14, 2023",Listed (Active)MLSListings #ML81941894,599888.0,"Apr 6, 2012","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40563391",NA,"Mar 30, 2012","Price Changed (Price Change)bridgeMLS, Bay East AOR, or Contra Costa AOR #40563391",219900.0,"Feb 27, 2012","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40563391",232250.0,https://www.redfin.com/CA/Fremont/36830-San-Pedro-Dr-94536/unit-10/home/1052205,Public Utilities,Attached Garage,"Marble, Shower Over Tub, Stall Shower",No Formal Dining Room,"In Garage, Washer/Dryer",1.0,"Garbage, Insurance (Common Area), Maintenance (Common Area), Pools, Spa, or Tennis, Reserves, Water",Monthly,Silver Creek Association Management,,,,,,
MLS Listing,,Single Family Residential,3094 Dickens Ct,Fremont,CA,94536,1879888,4.0,2.5,BROOKVALE,1980.0,7552.0,1972.0,15.0,949.0,,Active,,,https://www.redfin.com/CA/Fremont/3094-Dickens-Ct-94536/home/1306972,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039124,N,Y,37.5659938,-122.0075324,2.0,Laminate,"Gravity, Natural Gas, Fireplace(s)",8,7,9,2.5,949.0,2013283.0,13292.0,76,Very bikeable,59,Somewhat walkable,39,Some transit,Minimal,Moderate,Moderate,Minimal,"Places2 groceries, 28 restaurants, 0 parksTransit200, 210, 216, 232, 251, 621, 625, 801, 99, ACE, ACETrain, CC, U","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039124",1879888.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/3094-Dickens-Ct-94536/home/1306972,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,37226 Yolo Ter,Fremont,CA,94536,599000,2.0,2.0,FREMONT,1052.0,,1973.0,15.0,569.0,578.0,Active,,,https://www.redfin.com/CA/Fremont/37226-Yolo-Ter-94536/home/1048768,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039095,N,Y,37.552472,-122.013412,,Laminate,Forced Air,7,7,9,2.5,569.0,600186.0,4813.0,54,Bikeable,71,Very walkable,39,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 1 parkTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 801, 99, ACE, ACETrain, CC, SB, U","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039095",599000.0,"Oct 13, 2016","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #40759837",NA,"Oct 6, 2016","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #40759837",499000.0,,,,https://www.redfin.com/CA/Fremont/37226-Yolo-Ter-94536/home/1048768,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,38848 Cherry Glen Cmn,Fremont,CA,94536,899998,2.0,2.0,ORCHARD,1168.0,13244.0,1987.0,17.0,771.0,425.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/38848-Cherry-Glen-Cmn-94536/home/187443230,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038836,N,Y,37.5621806,-121.9702127,1.0,Laminate,Forced Air,7,6,7,2.38,771.0,998945.0,6789.0,68,Bikeable,28,Car-dependent,56,Good transit,Minimal,Major,Moderate,Minimal,"Places1 grocery, 26 restaurants, 4 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 28, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038836",899998.0,"Sep 12, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038836",999998.0,,,,,,,https://www.redfin.com/CA/Fremont/38848-Cherry-Glen-Cmn-94536/home/187443230,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,38182 Hamlin St,Fremont,CA,94536,1899900,5.0,3.0,FREMONT,2483.0,7000.0,1959.0,21.0,765.0,30.0,Active,,,https://www.redfin.com/CA/Fremont/38182-Hamlin-St-94536/home/1403826,MLSListings,ML81941266,N,Y,37.537209,-122.0112724,2.0,,"Central Forced Air (Gas), Forced Air",7,7,7,2.5,765.0,1902188.0,13663.0,40,Somewhat bikeable,47,Car-dependent,33,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 21 restaurants, 4 parksTransit200, 210, 212, 216, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 8, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41035947",1899900.0,"Aug 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035947",1988000.0,"Sep 8, 2023",Listed (Active)MLSListings #ML81941266,1899900.0,,,,https://www.redfin.com/CA/Fremont/38182-Hamlin-St-94536/home/1403826,Public Utilities,"Attached Garage, On Street",,Dining Area in Living Room,"In Garage, Washer/Dryer",1.0,"Management Fee, Pools, Spa, or Tennis",Monthly,Glenmoor Gardens,,,,,,
MLS Listing,,Single Family Residential,40991 Valero Dr,Fremont,CA,94539,1788800,4.0,2.0,MISSION,1583.0,5493.0,1971.0,21.0,1130.0,37.0,Active,,,https://www.redfin.com/CA/Fremont/40991-Valero-Dr-94539/home/1542589,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038512,N,Y,37.5386364,-121.9534658,2.0,"Tile, Vinyl",Central,9,10,10,2.5,1130.0,1808255.0,12685.0,41,Somewhat bikeable,27,Car-dependent,36,Some transit,Minimal,Major,Moderate,Minimal,"Places5 groceries, 24 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 8, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038512",1788800.0,"May 26, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41026989",NA,"May 18, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41026989",1588800.0,,,,https://www.redfin.com/CA/Fremont/40991-Valero-Dr-94539/home/1542589,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,5305 Tacoma Cmn,Fremont,CA,94555,799000,2.0,2.0,ARDENWOOD FREMONT,1100.0,89734.0,1989.0,21.0,726.0,358.0,Active,,,https://www.redfin.com/CA/Fremont/5305-Tacoma-Cmn-94555/home/185958247,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41030341,N,Y,37.5605001,-122.05097,1.0,"Laminate, Carpet",Forced Air,8,7,9,2.5,726.0,817246.0,6007.0,42,Somewhat bikeable,33,Car-dependent,29,Some transit,Moderate,Moderate,Moderate,Minimal,"Places3 groceries, 36 restaurants, 4 parksTransit200, 210, 232, 620, 621, 626, 628, 629, 801, 99, SB, U","Sep 21, 2023","Relisted (Back On Market)bridgeMLS, Bay East AOR, or Contra Costa AOR #41030341",NA,"Sep 6, 2023","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #41030341",NA,"Jul 12, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41030341",NA,"Jun 29, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41030341",799000.0,https://www.redfin.com/CA/Fremont/5305-Tacoma-Cmn-94555/home/185958247,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,38887 Stillwater Cmn,Fremont,CA,94536,1550000,4.0,3.0,ORCHARDS,1563.0,5000.0,1987.0,22.0,992.0,93.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Fremont/38887-Stillwater-Cmn-94536/home/1076913,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038406,N,Y,37.5629761,-121.9688066,2.0,"Concrete, Wood","Forced Air, Natural Gas",7,6,7,2.5,992.0,1688768.0,11052.0,65,Bikeable,28,Car-dependent,54,Good transit,Minimal,Major,Moderate,Minimal,"Places1 grocery, 24 restaurants, 4 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038406",1550000.0,"Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038406",1695000.0,,,,,,,https://www.redfin.com/CA/Fremont/38887-Stillwater-Cmn-94536/home/1076913,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1585 Vinehill Cir,Fremont,CA,94539,3999000,5.0,5.5,VINEYARD HEIGHTS,4791.0,18421.0,1996.0,22.0,835.0,172.0,Active,,,https://www.redfin.com/CA/Fremont/1585-Vinehill-Cir-94539/home/1393560,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038378,N,Y,37.5062219,-121.9112424,3.0,"Laminate, Tile, Carpet",Zoned,9,7,9,2.5,835.0,3957863.0,28867.0,4,Somewhat bikeable,6,Car-dependent,29,Some transit,Major,Severe,Moderate,Minimal,"Places3 groceries, 32 restaurants, 8 parksTransit210, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S, Route 6","Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038378",3999000.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/1585-Vinehill-Cir-94539/home/1393560,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4531 Portola Dr,Fremont,CA,94536,1499888,3.0,2.0,CABRILLO,1580.0,5953.0,1953.0,22.0,949.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/4531-Portola-Dr-94536/home/1696803,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038318,N,Y,37.556684,-122.0204981,2.0,"Hardwood, Laminate, Tile, Carpet",Forced Air,5,6,7,2.0,949.0,,10763.0,52,Bikeable,63,Somewhat walkable,38,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 3 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 801, 99, ACE, ACETrain, CC, SB, U","Sep 7, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038318",1499888.0,"May 18, 2023","PendingbridgeMLS, Bay East AOR, or Contra Costa AOR #41025046",NA,"May 17, 2023","Pending (Pending - Show for Backups)bridgeMLS, Bay East AOR, or Contra Costa AOR #41025046",NA,"May 2, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41025046",1188000.0,https://www.redfin.com/CA/Fremont/4531-Portola-Dr-94536/home/1696803,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,38396 Redwood Ter,Fremont,CA,94536,949990,2.0,2.5,PARKMONT,1400.0,33736.0,1986.0,24.0,679.0,385.0,Active,September-30-2023 12:00 PM,September-30-2023 03:00 PM,https://www.redfin.com/CA/Fremont/38396-Redwood-Ter-94536/home/187345339,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038094,N,Y,37.566182,-121.977391,2.0,"Laminate, Tile, Carpet",Forced Air,8,6,7,2.5,679.0,955582.0,7102.0,62,Bikeable,42,Car-dependent,52,Good transit,Minimal,Major,Major,Minimal,"Places4 groceries, 27 restaurants, 3 parksTransit200, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 5, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038094",949990.0,,,,,,,,,,https://www.redfin.com/CA/Fremont/38396-Redwood-Ter-94536/home/187345339,All Public Utilities,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,44819 S Grimmer Blvd #1000,Fremont,CA,94538,1295000,3.0,3.0,FREMONT,1776.0,15011.0,2019.0,25.0,729.0,434.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Fremont/44819-S-Grimmer-Blvd-94538/unit-1000/home/175930779,MLSListings,ML81938721,N,Y,37.5025983,-121.9478101,2.0,Laminate,Central Forced Air,8,7,7,2.5,729.0,1282473.0,9726.0,63,Bikeable,38,Car-dependent,48,Some transit,Minimal,Minimal,Major,Minimal,"Places3 groceries, 26 restaurants, 3 parksTransit212, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S","Sep 11, 2023",Relisted (Active)MLSListings #ML81938721,NA,"Aug 23, 2023",Listing RemovedMLSListings #ML81938721,NA,"Aug 16, 2023",Listed (Active)MLSListings #ML81938721,1325000.0,,,,https://www.redfin.com/CA/Fremont/44819-S-Grimmer-Blvd-94538/unit-1000/home/175930779,Public Utilities,"Attached Garage, Common Parking Area, On Street","Double Sinks, Shower Over Tub, 2+ Stall Shower",Dining Area in Living Room,"Upper Floor, Washer/Dryer",2.0,"Insurance, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Sewer, Water",Monthly,Innovation Master Association,,,,,,
