SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_NAME,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HOA_FEE_FREQ,BATH_DESCRIPTION,LAUNDARY_FEATURES,FLOORING_FEATURES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_PRICE,PRICE_HISTORY8_EVENT_TYPE
MLS Listing,,Other,4417 Casa Loma Rd,Morgan Hill,CA,95037,375000,,,MORGAN HILL,,971280.0,,195.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/4417-Casa-Loma-Rd-95037/home/661131,MLSListings,ML81884348,N,Y,37.1154036,-121.8028099,,,,,,,,,,4,5,8,3.0,,,2651.0,,,0,Car-dependent,,,Minimal,Moderate,Minor,Minimal,"Places4 groceries, 16 restaurants, 22 parksTransit27, 42, 64B, 66, 68, 72W, 83, Blue (Trsa-StJa), Blue Line, Blue Line (Bayp-Capt), Blue Line Modified, Blue Line Special, Blue-Event, Blue-South Portion, BlueS, Event Blue, Event-Blue, Express 102, Levi's - Santa Teresa","Jun 5, 2023",Price ChangedMLSListings #ML81884348,375000.0,"Jun 1, 2023",Relisted (Active)MLSListings #ML81884348,NA,"Jun 10, 2022",Pending (Pending (Do Not Show))MLSListings #ML81884348,NA,"Mar 28, 2022",Listed (Active)MLSListings #ML81884348,359900.0,https://www.redfin.com/CA/Morgan-Hill/4417-Casa-Loma-Rd-95037/home/661131,,,,,"Dec 31, 2018",Listing RemovedSDMLS #301824039,NA,"Jun 27, 2017",,NA,,,,,,,,,,
MLS Listing,,Vacant Land,2101 Dahlberg Dr,Morgan Hill,CA,95037,349000,,,MORGAN HILL,,131291.0,,198.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/2101-Dahlberg-Dr-95037/home/102304783,MLSListings,ML81921778,N,Y,37.1170093,-121.6862288,,,,,,Electricity (Available at Street),,,,5,5,8,3.0,,324220.0,2468.0,4,Somewhat bikeable,0,Car-dependent,,,Moderate,Moderate,Moderate,Minimal,"Places2 groceries, 16 restaurants, 8 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jun 6, 2023",Price ChangedMLSListings #ML81921778,349000.0,"May 17, 2023",Price ChangedMLSListings #ML81921778,374000.0,"Mar 16, 2023",Listed (Active)MLSListings #ML81921778,399000.0,"Dec 31, 2017",Listing RemovedSDMLS #301804813,NA,https://www.redfin.com/CA/Morgan-Hill/2101-Dahlberg-Dr-95037/home/102304783,,,,,"Sep 16, 2015",,NA,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Dahlberg Dr,Morgan Hill,CA,95037,399000,,,MORGAN HILL,,125892.0,,207.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Dahlberg-Dr-95037/home/17494903,MLSListings,ML81920855,N,Y,37.119868,-121.686232,,,,,,Electricity (Available at Street),,,,5,5,8,3.0,,371435.0,2821.0,,,0,Car-dependent,0,Minimal transit,Minimal,Major,Moderate,Minimal,"Places2 groceries, 16 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Mar 7, 2023",Listed (Active)MLSListings #ML81920855,399000.0,"May 13, 2022",Pending (Pending (Do Not Show))MLSListings #ML81891633,NA,"May 13, 2022",Listed (Contingent)MLSListings #ML81891633,NA,"May 13, 2022",ListedMLSListings #ML81891633,799888.0,https://www.redfin.com/CA/Morgan-Hill/Dahlberg-Dr-95037/home/17494903,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,1860 Llagas Rd,Morgan Hill,CA,95037,848000,,,MORGAN HILL,,2230401.0,,233.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/1860-Llagas-Rd-95037/home/23468049,MLSListings,ML81918023,N,Y,37.1224585,-121.686243,,,,,,"Electricity (Available at Street), Gas (Available at Street), Public Utilities",,,,4,5,8,2.5,,789191.0,5996.0,,,0,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places2 groceries, 15 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Apr 29, 2023",Price ChangedMLSListings #ML81918023,848000.0,"Feb 9, 2023",Listed (Active)MLSListings #ML81918023,895000.0,"Feb 29, 2016",Listing RemovedMLSListings #ML81519637,NA,"Feb 19, 2016",ContingentMLSListings #ML81519637,NA,https://www.redfin.com/CA/Morgan-Hill/1860-Llagas-Rd-95037/home/23468049,,,,,"Oct 20, 2015",Listed (Active)MLSListings #ML81519637,699000.0,,,,,,,,,,,,,
MLS Listing,,Other,0 Croy,Morgan Hill,CA,95037,240000,,,MORGAN HILL,,435600.0,,234.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Croy-Unknown/home/176142939,MLSListings,ML81918269,N,Y,37.1305012,-121.6543901,,,,,,Gas (Not On Site),,,,NA,NA,NA,3.0,,,1697.0,83,Very bikeable,88,Very walkable,39,Some transit,NA,NA,NA,NA,"Places1 grocery, 36 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jun 5, 2023",Price ChangedMLSListings #ML81918269,240000.0,"Feb 8, 2023",Listed (Active)MLSListings #ML81918269,250000.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/Croy-Unknown/home/176142939,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,1 Little Uvas,Morgan Hill,CA,95037,480000,,,MORGAN HILL,,1742400.0,,242.0,,,Active,,,https://www.redfin.com/CA/Unknown/1-Little-Uvas-Rd-95037/home/169756814,MLSListings,ML81917592,N,Y,37.1114312,-121.7570368,,,,,,Gas (On Site),,,,NA,NA,NA,2.5,,,3394.0,,,1,Car-dependent,,,NA,NA,NA,NA,"Places3 groceries, 7 restaurants, 21 parksTransit68, 83, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Mar 6, 2023",Price ChangedMLSListings #ML81917592,480000.0,"Jan 31, 2023",Listed (Active)MLSListings #ML81917592,499000.0,"Aug 26, 2016",ListedSDMLS #301822496,486000.0,,,,https://www.redfin.com/CA/Unknown/1-Little-Uvas-Rd-95037/home/169756814,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,0 Poli Rd,Morgan Hill,CA,95037,360000,,,MORGAN HILL,,1742400.0,,286.0,,,Active,,,https://www.redfin.com/CA/MORGAN-HILL/0-Poli-RD-95037/home/163393686,MLSListings,ML81915041,N,Y,37.1305012,-121.6543901,,,,,,"Electricity (Available at Street), Gas (TBD)",,,,NA,NA,NA,4.0,,,2545.0,83,Very bikeable,88,Very walkable,39,Some transit,NA,NA,NA,NA,"Places1 grocery, 36 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jun 2, 2023",Price ChangedMLSListings #ML81915041,360000.0,"Dec 18, 2022",Listed (Active)MLSListings #ML81915041,350000.0,"Feb 22, 2020",Pending (Pending (Do Not Show))MLSListings #ML81748401,NA,"Nov 25, 2019",Relisted (Active)MLSListings #ML81748401,NA,https://www.redfin.com/CA/MORGAN-HILL/0-Poli-RD-95037/home/163393686,,,,,"Nov 19, 2019",Pending (Pending (Do Not Show))MLSListings #ML81748401,NA,"Apr 23, 2019",Listed (Active)MLSListings #ML81748401,289000.0,,,,,,,,,,
MLS Listing,,Other,1730 Tennant Ave,Morgan Hill,CA,95037,2495000,,,MORGAN HILL,,435600.0,,306.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/1730-Tennant-Ave-95037/home/1162491,MLSListings,ML81913796,N,Y,37.1234549,-121.6142481,,,,,,Other (See Remarks),,,,NA,5,5,2.5,,,17641.0,36,Somewhat bikeable,11,Car-dependent,,,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 23 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Nov 28, 2022",Listed (Active)MLSListings #ML81913796,2495000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/1730-Tennant-Ave-95037/home/1162491,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,18600 Castle Ridge Dr,Morgan Hill,CA,95037,2799000,5.0,6.5,MORGAN HILL,6200.0,104279.0,2002.0,318.0,451.0,66.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/18600-Castle-Ridge-Dr-95037/home/1643190,MLSListings,ML81910632,N,Y,37.1360124,-121.6842274,"Attached Garage, Gate/Door Opener, Guest/Visitor Parking, Off-Site Parking",5.0,"Breakfast Bar, Breakfast Nook, Dining Area, Formal Dining Room",Central Forced Air,Central Forced Air,Public Utilities,3.0,"Maintenance (Common Area), Maintenance (Road)",Castle Ridge HOA,4,5,8,2.25,451.0,2694609.0,19857.0,2,Somewhat bikeable,5,Car-dependent,12,Minimal transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 11 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 2, 2023",Price ChangedMLSListings #ML81910632,2799000.0,"Jun 5, 2023",Price ChangedMLSListings #ML81910632,2999000.0,"Nov 16, 2022",Listed (Active)MLSListings #ML81910632,3199000.0,"Jan 31, 2007",Listing RemovedMLSListings #ML80657646,NA,https://www.redfin.com/CA/Morgan-Hill/18600-Castle-Ridge-Dr-95037/home/1643190,Monthly,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Oversized Tub, Primary - Oversized Tub, Tub w/Jets","Electricity Hookup (110V), Hookup (Gas Dryer), Tub/Sink","Carpet, Hardwood, Marble, Stone, Tile","Sep 12, 2006",ListedMLSListings #ML80657646,1998875.0,,,,,,,,,,,,,
MLS Listing,,Vacant Land,14500 Monterey Hwy,Unincorporated,CA,95406,895000,,,Unincorporated,,10000.0,,337.0,,,Active,,,https://www.redfin.com/CA/Santa-Rosa/14500-Monterey-HWY-95406/home/182534901,CRMLS,PI22231487,N,Y,37.099892,-121.621312,,,,,,,,,,NA,5,5,2.0,,816416.0,5431.0,34,Somewhat bikeable,16,Car-dependent,,,Moderate,Severe,Moderate,Minimal,"Places5 groceries, 19 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Oct 28, 2022",Listed (Active)CRMLS #PI22231487,895000.0,,,,,,,,,,https://www.redfin.com/CA/Santa-Rosa/14500-Monterey-HWY-95406/home/182534901,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Palm Ave,Morgan Hill,CA,95037,1399900,,,MORGAN HILL,,66938.0,,430.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/0-Palm-Ave-95037/home/183047374,MLSListings,ML81901786,N,Y,37.1839165,-121.7057971,,,,,,,,,,4,5,8,2.5,,1296079.0,9898.0,48,Somewhat bikeable,7,Car-dependent,,,NA,NA,NA,NA,"Places4 groceries, 27 restaurants, 8 parksTransit42, 68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 18, 2023",Relisted (Active)MLSListings #ML81901786,NA,"Sep 5, 2023",ContingentMLSListings #ML81901786,NA,"Jul 27, 2022",Listed (Active)MLSListings #ML81901786,1399900.0,"Sep 4, 2018",Pending (Pending (Do Not Show))MLSListings #ML81718976,NA,https://www.redfin.com/CA/Morgan-Hill/0-Palm-Ave-95037/home/183047374,,,,,"Aug 14, 2018",Listed (Active)MLSListings #ML81718976,1349000.0,,,,,,,,,,,,,
MLS Listing,,Other,0 Dunne Ave,Morgan Hill,CA,95037,499888,,,MORGAN HILL,,984623.0,,442.0,,650.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/Dunne-Ave-95037/home/23468444,MLSListings,ML81900436,N,Y,37.148441,-121.557952,,,,,,Other (See Remarks),,Maintenance (Road),LARA,NA,5,5,2.5,,,4185.0,,,0,Car-dependent,,,Minimal,Severe,Minor,Minimal,"Places8 groceries, 18 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Feb 8, 2023",Price ChangedMLSListings #ML81900436,499888.0,"Jul 15, 2022",Listed (Active)MLSListings #ML81900436,899000.0,"Aug 11, 2011",Pending (Pending Without Release)MLSListings #ML81131165,NA,"Jul 15, 2011",Listed (Active)MLSListings #ML81131165,385000.0,https://www.redfin.com/CA/Morgan-Hill/Dunne-Ave-95037/home/23468444,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2215 Liberata Dr,Morgan Hill,CA,95037,9850000,5.0,6.0,MORGAN HILL,7490.0,486095.0,2005.0,508.0,1315.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/2215-Liberata-Dr-95037/home/35656250,MLSListings,ML81890987,N,Y,37.1534993,-121.6230063,"Attached Garage, Detached",4.0,"Breakfast Room, Dining Area, Formal Dining Room",Central Forced Air,Central Forced Air,"Individual Electric Meters, Individual Gas Meters",2.0,,,6,5,5,2.5,1315.0,9097548.0,69646.0,10,Somewhat bikeable,2,Car-dependent,,,Minimal,Major,Moderate,Minimal,"Places6 groceries, 29 restaurants, 7 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","May 9, 2023",Price ChangedMLSListings #ML81890987,9850000.0,"Aug 17, 2022",Price ChangedMLSListings #ML81890987,11500000.0,"May 10, 2022",Listed (Active)MLSListings #ML81890987,11888000.0,"Dec 22, 1998",Listing RemovedMLSListings #ML89815352,NA,https://www.redfin.com/CA/Morgan-Hill/2215-Liberata-Dr-95037/home/35656250,,"Marble, Primary (Tub w/ Jets), Shower and Tub","Hookup (Gas Dryer), Washer/Dryer","Carpet, Hardwood, Marble","Apr 20, 1998",ListedMLSListings #ML89815352,639000.0,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Sleepy Valley Rd,Morgan Hill,CA,95037,2777000,,,MORGAN HILL,,11345128.0,,552.0,,,Active,,,https://www.redfin.com/CA/Unincorporated/00-SLEEPY-VALLEY-RD-95037/home/187366922,MLSListings,ML81884184,N,Y,37.2187714,-121.5826642,,,,,,"Electricity (Available at Street), Electricity (Not On Site)",,,,NA,NA,NA,2.5,,,19635.0,,,0,Car-dependent,,,Minimal,Severe,Minor,Minimal,"Places4 groceries, 35 restaurants, 7 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Mar 27, 2022",Listed (Active)MLSListings #ML81884184,2777000.0,,,,,,,,,,https://www.redfin.com/CA/Unincorporated/00-SLEEPY-VALLEY-RD-95037/home/187366922,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,19900 Dougherty Ave,Morgan Hill,CA,95037,1899000,,,MORGAN HILL,,522053.0,,556.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/19900-Dougherty-Ave-95037/home/21838693,MLSListings,ML81883082,N,Y,37.158738,-121.682588,,,,,,Electricity (Available at Street),,,,4,5,8,2.5,,,13427.0,39,Somewhat bikeable,3,Car-dependent,,,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 28 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 28, 2022",Relisted (Active)MLSListings #ML81883082,NA,"Sep 23, 2022",Listing RemovedMLSListings #ML81883082,NA,"Mar 18, 2022",Listed (Active)MLSListings #ML81883082,1899000.0,"Sep 1, 2015",Listing RemovedSDMLS #301820456,NA,https://www.redfin.com/CA/Morgan-Hill/19900-Dougherty-Ave-95037/home/21838693,,,,,"Mar 2, 2015",,NA,,,,,,,,,,,,,
MLS Listing,,Other,10868 Dougherty Ave,Morgan Hill,CA,95037,1649000,,,MORGAN HILL,,435835.0,,561.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/10868-Dougherty-Ave-95037/home/807367,MLSListings,ML81883083,N,Y,37.162888,-121.686841,,,,,,"Electricity (Available at Street), Gas (Available at Street)",,,,4,5,8,2.5,,,11659.0,36,Somewhat bikeable,3,Car-dependent,30,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 30 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Mar 18, 2022",Listed (Active)MLSListings #ML81883083,1649000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/10868-Dougherty-Ave-95037/home/807367,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,5070 Fallen Oak Dr,Morgan Hill,CA,95037,950000,,,MORGAN HILL,,1742400.0,,661.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/5070-Fallen-Oak-Dr-95037/home/21838226,MLSListings,ML81869685,N,Y,37.1024984,-121.7501567,,,,,,"Electricity (LESS than 500 feet away), Gas (Not On Site), Generator, Natural Gas, Public Utilities, Wind",,,,5,5,8,2.5,,869491.0,6717.0,,,6,Car-dependent,,,Minimal,Major,Moderate,Minimal,"Places2 groceries, 6 restaurants, 24 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Feb 14, 2023",Price ChangedMLSListings #ML81869685,950000.0,"Jan 9, 2023",Relisted (Active)MLSListings #ML81869685,NA,"Jan 1, 2023",Listing RemovedMLSListings #ML81869685,NA,"Apr 7, 2022",Relisted (Active)MLSListings #ML81869685,NA,https://www.redfin.com/CA/Morgan-Hill/5070-Fallen-Oak-Dr-95037/home/21838226,,,,,"Mar 8, 2022",Listing RemovedMLSListings #ML81869685,NA,"Jan 28, 2022",Price ChangedMLSListings #ML81869685,1250000.0,"Nov 30, 2021",Listed (Active)MLSListings #ML81869685,1350000.0,"Apr 26, 2014",900000.0,,,,,ListedSDMLS #301895434
For-Sale-by-Owner Listing,,Mobile/Manufactured Home,275 Burnett Ave,Morgan Hill,CA,95037,325000,2.0,2.0,Morgan Hill,1600.0,,1975.0,67.0,203.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/275-Burnett-Ave-95037/home/1207260,Fizber.com,11497662,N,Y,37.1577167,-121.6726452,,,,,,,,,,4,5,8,,203.0,309682.0,2298.0,55,Bikeable,12,Car-dependent,27,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 30 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 24, 2023",Listed (Active)Fizber.com #11497662,325000.0,"May 18, 2016","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #51879567",75000.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/275-Burnett-Ave-95037/home/1207260,,,,,,,,,,,,,,,,,,,,
New Construction Home,,Townhouse,17277 St. Anthony Dr,Morgan Hill,CA,95037,1036000,3.0,2.5,Andalusia,1731.0,,2023.0,46.0,598.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/17277-St-Anthony-Dr-95037/home/186468873,NewHomeSource.com,2512277,N,Y,37.12961,-121.64144,,,,,,,3.0,,,6,5,8,,598.0,1035680.0,7325.0,70,Very bikeable,66,Somewhat walkable,34,Some transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 32 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",,,,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/17277-St-Anthony-Dr-95037/home/186468873,,,,,,,,,,,,,,,,,,,,
New Construction Home,,Townhouse,17217 St. Anthony Dr,Morgan Hill,CA,95037,1043000,3.0,2.5,Andalusia,,,2023.0,46.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/17217-St-Anthony-Dr-95037/home/185814694,NewHomeSource.com,2512278,N,Y,37.12961,-121.64144,,,,,,,3.0,,,6,5,8,,,1035380.0,7375.0,70,Very bikeable,66,Somewhat walkable,34,Some transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 32 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",,,,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/17217-St-Anthony-Dr-95037/home/185814694,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Single Family Residential,Venice,Morgan Hill,CA,95037,3324995,5.0,5.5,Borello Ranch Estates,6089.0,,,,546.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Venice/home/182485115,NewHomeSource.com,Plan-251958531,N,Y,37.157138,-121.632887,,,,,,,2.0,,,6,5,5,,546.0,,23510.0,37,Somewhat bikeable,0,Car-dependent,15,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 39 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",,,,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Venice/home/182485115,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Single Family Residential,Simona,Morgan Hill,CA,95037,2924995,5.0,5.5,Borello Ranch Estates,5333.0,,,,548.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Simona/home/182485118,NewHomeSource.com,Plan-251958530,N,Y,37.157138,-121.632887,,,,,,,2.0,,,6,5,5,,548.0,,20682.0,37,Somewhat bikeable,0,Car-dependent,15,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 39 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",,,,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Simona/home/182485118,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Single Family Residential,Naples,Morgan Hill,CA,95037,2824995,5.0,5.5,Borello Ranch Estates,5122.0,,,,552.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Naples/home/182485119,NewHomeSource.com,Plan-241958529,N,Y,37.157138,-121.632887,,,,,,,2.0,,,6,5,5,,552.0,,19974.0,37,Somewhat bikeable,0,Car-dependent,15,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 39 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",,,,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Naples/home/182485119,,,,,,,,,,,,,,,,,,,,
New Construction Plan,,Single Family Residential,Milazzo,Morgan Hill,CA,95037,3024995,5.0,5.5,Borello Ranch Estates,4865.0,,,,622.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Milazzo/home/182485120,NewHomeSource.com,Plan-241958528,N,Y,37.157138,-121.632887,,,,,,,1.0,,,6,5,5,,622.0,,21389.0,37,Somewhat bikeable,0,Car-dependent,15,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 39 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",,,,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Milazzo/home/182485120,,,,,,,,,,,,,,,,,,,,
